train_loss_step,epoch,step,val_loss_step,val_loss_epoch,val_precision,val_recall,train_loss_epoch,train_precision,train_recall
0.11850185692310333,0,99,,,,,,,
0.15554186701774597,0,199,,,,,,,
0.11674459278583527,0,299,,,,,,,
0.08430120348930359,0,399,,,,,,,
0.0909126028418541,0,499,,,,,,,
0.14037753641605377,0,599,,,,,,,
0.23612087965011597,0,699,,,,,,,
0.1451214998960495,0,799,,,,,,,
0.10003658384084702,0,899,,,,,,,
0.22624988853931427,0,999,,,,,,,
0.1362341046333313,0,1099,,,,,,,
0.06885422021150589,0,1199,,,,,,,
,,0,0.08302626758813858,,,,,,
,,1,0.06845536082983017,,,,,,
,,2,0.05837276950478554,,,,,,
,,3,0.03840324655175209,,,,,,
,,4,0.06729233264923096,,,,,,
,,5,0.05317125469446182,,,,,,
,,6,0.03038485161960125,,,,,,
,,7,0.06576679646968842,,,,,,
,,8,0.08914933353662491,,,,,,
,,9,0.04156646877527237,,,,,,
,,10,0.09250543266534805,,,,,,
,,11,0.025564366951584816,,,,,,
,,12,0.08183683454990387,,,,,,
,,13,0.07595261931419373,,,,,,
,,14,0.05874880030751228,,,,,,
,,15,0.09039663523435593,,,,,,
,,16,0.05651579797267914,,,,,,
,,17,0.06755100935697556,,,,,,
,,18,0.0698583573102951,,,,,,
,,19,0.038896895945072174,,,,,,
,,20,0.06646460294723511,,,,,,
,,21,0.03211662918329239,,,,,,
,,22,0.09604143351316452,,,,,,
,,23,0.03694651648402214,,,,,,
,,24,0.0757208988070488,,,,,,
,,25,0.12462558597326279,,,,,,
,,26,0.047064777463674545,,,,,,
,,27,0.061930522322654724,,,,,,
,,28,0.13971900939941406,,,,,,
,,29,0.08717566728591919,,,,,,
,,30,0.0393674373626709,,,,,,
,,31,0.03555626794695854,,,,,,
,,32,0.04549122974276543,,,,,,
,,33,0.04130763188004494,,,,,,
,,34,0.05101007968187332,,,,,,
,,35,0.03621455281972885,,,,,,
,,36,0.07238117605447769,,,,,,
,,37,0.037744197994470596,,,,,,
,,38,0.10506933927536011,,,,,,
,,39,0.05209005996584892,,,,,,
,,40,0.046742018312215805,,,,,,
,,41,0.042002949863672256,,,,,,
,,42,0.07183327525854111,,,,,,
,,43,0.07409273087978363,,,,,,
,,44,0.03362949192523956,,,,,,
,,45,0.06989281624555588,,,,,,
,,46,0.04937601462006569,,,,,,
,,47,0.028772711753845215,,,,,,
,,48,0.05806916207075119,,,,,,
,,49,0.06715767085552216,,,,,,
,,50,0.04472526162862778,,,,,,
,,51,0.058917608112096786,,,,,,
,,52,0.059924960136413574,,,,,,
,,53,0.07650864869356155,,,,,,
,,54,0.06897734105587006,,,,,,
,,55,0.13243013620376587,,,,,,
,,56,0.04187045246362686,,,,,,
,,57,0.09741798043251038,,,,,,
,,58,0.06699852645397186,,,,,,
,,59,0.0978797972202301,,,,,,
,,60,0.05219962075352669,,,,,,
,,61,0.03194798156619072,,,,,,
,,62,0.0687139555811882,,,,,,
,,63,0.04596056416630745,,,,,,
,,64,0.09732851386070251,,,,,,
,,65,0.026433909311890602,,,,,,
,,66,0.054458629339933395,,,,,,
,,67,0.04526355117559433,,,,,,
,,68,0.05656151846051216,,,,,,
,,69,0.06776890158653259,,,,,,
,,70,0.06704878062009811,,,,,,
,,71,0.10458988696336746,,,,,,
,,72,0.0523683987557888,,,,,,
,,73,0.06823258846998215,,,,,,
,,74,0.058859843760728836,,,,,,
,,75,0.09112082421779633,,,,,,
,,76,0.040263786911964417,,,,,,
,,77,0.06278455257415771,,,,,,
,,78,0.03473096713423729,,,,,,
,,79,0.054134827107191086,,,,,,
,,80,0.05696672946214676,,,,,,
,,81,0.043899886310100555,,,,,,
,,82,0.07131680846214294,,,,,,
,,83,0.08160349726676941,,,,,,
,,84,0.1126469075679779,,,,,,
,,85,0.11474106460809708,,,,,,
,,86,0.08741720020771027,,,,,,
,,87,0.08733846992254257,,,,,,
,,88,0.027473993599414825,,,,,,
,,89,0.035895418375730515,,,,,,
,,90,0.1292164921760559,,,,,,
,,91,0.044696077704429626,,,,,,
,,92,0.06460189819335938,,,,,,
,,93,0.11330152302980423,,,,,,
,,94,0.07376959174871445,,,,,,
,,95,0.06735116243362427,,,,,,
,,96,0.05468202009797096,,,,,,
,,97,0.10439224541187286,,,,,,
,,98,0.12378884106874466,,,,,,
,,99,0.07343970984220505,,,,,,
,,100,0.07479344308376312,,,,,,
,,101,0.026977621018886566,,,,,,
,,102,0.029103340581059456,,,,,,
,,103,0.06519223004579544,,,,,,
,,104,0.04840885475277901,,,,,,
,,105,0.04745255783200264,,,,,,
,,106,0.0817677304148674,,,,,,
,,107,0.06056312099099159,,,,,,
,,108,0.1009097695350647,,,,,,
,,109,0.04794178903102875,,,,,,
,,110,0.0494077205657959,,,,,,
,,111,0.06968984752893448,,,,,,
,,112,0.08426479250192642,,,,,,
,,113,0.042979270219802856,,,,,,
,,114,0.08040263503789902,,,,,,
,,115,0.11993425339460373,,,,,,
,0,1283,,0.06554976105690002,0.05580160394310951,0.00262772710993886,,,
,0,1283,,,,,0.14069828391075134,0.04880421236157417,0.0015391610795632005
0.1449825018644333,1,1299,,,,,,,
0.11849241703748703,1,1399,,,,,,,
0.07485660910606384,1,1499,,,,,,,
0.13259069621562958,1,1599,,,,,,,
0.23391874134540558,1,1699,,,,,,,
0.17782148718833923,1,1799,,,,,,,
0.11165742576122284,1,1899,,,,,,,
0.05256102234125137,1,1999,,,,,,,
0.08328907936811447,1,2099,,,,,,,
0.15340614318847656,1,2199,,,,,,,
0.12294913828372955,1,2299,,,,,,,
0.08055675029754639,1,2399,,,,,,,
0.12294798344373703,1,2499,,,,,,,
,,116,0.07559732347726822,,,,,,
,,117,0.05985042080283165,,,,,,
,,118,0.0528683066368103,,,,,,
,,119,0.027238629758358,,,,,,
,,120,0.07144004106521606,,,,,,
,,121,0.04601138457655907,,,,,,
,,122,0.02238364703953266,,,,,,
,,123,0.05524358153343201,,,,,,
,,124,0.08093424141407013,,,,,,
,,125,0.03805737942457199,,,,,,
,,126,0.07300092279911041,,,,,,
,,127,0.023648668080568314,,,,,,
,,128,0.07789654284715652,,,,,,
,,129,0.07119439542293549,,,,,,
,,130,0.05237187445163727,,,,,,
,,131,0.08902943879365921,,,,,,
,,132,0.04675411060452461,,,,,,
,,133,0.055213723331689835,,,,,,
,,134,0.054485466331243515,,,,,,
,,135,0.03351772949099541,,,,,,
,,136,0.06568262726068497,,,,,,
,,137,0.025843411684036255,,,,,,
,,138,0.09250228106975555,,,,,,
,,139,0.03288343548774719,,,,,,
,,140,0.07010963559150696,,,,,,
,,141,0.1053171306848526,,,,,,
,,142,0.048573192209005356,,,,,,
,,143,0.05128532275557518,,,,,,
,,144,0.13376612961292267,,,,,,
,,145,0.07316050678491592,,,,,,
,,146,0.038708243519067764,,,,,,
,,147,0.03683128207921982,,,,,,
,,148,0.034689344465732574,,,,,,
,,149,0.03345595672726631,,,,,,
,,150,0.0443606935441494,,,,,,
,,151,0.02949037030339241,,,,,,
,,152,0.06046896427869797,,,,,,
,,153,0.026469111442565918,,,,,,
,,154,0.1020851731300354,,,,,,
,,155,0.0499713309109211,,,,,,
,,156,0.04246951639652252,,,,,,
,,157,0.035990841686725616,,,,,,
,,158,0.05877266451716423,,,,,,
,,159,0.06320250779390335,,,,,,
,,160,0.028843309730291367,,,,,,
,,161,0.053475283086299896,,,,,,
,,162,0.03978174179792404,,,,,,
,,163,0.02440708316862583,,,,,,
,,164,0.0592477023601532,,,,,,
,,165,0.0631302073597908,,,,,,
,,166,0.03993590176105499,,,,,,
,,167,0.0433683842420578,,,,,,
,,168,0.05795946717262268,,,,,,
,,169,0.06494037061929703,,,,,,
,,170,0.06448890268802643,,,,,,
,,171,0.1100059300661087,,,,,,
,,172,0.040918268263339996,,,,,,
,,173,0.0702507346868515,,,,,,
,,174,0.0661473348736763,,,,,,
,,175,0.07828515022993088,,,,,,
,,176,0.058529891073703766,,,,,,
,,177,0.02396722137928009,,,,,,
,,178,0.06555439531803131,,,,,,
,,179,0.03987306356430054,,,,,,
,,180,0.08633392304182053,,,,,,
,,181,0.020898647606372833,,,,,,
,,182,0.04500468447804451,,,,,,
,,183,0.040526751428842545,,,,,,
,,184,0.041181620210409164,,,,,,
,,185,0.057046517729759216,,,,,,
,,186,0.05329649895429611,,,,,,
,,187,0.1125882938504219,,,,,,
,,188,0.04672549292445183,,,,,,
,,189,0.05768360570073128,,,,,,
,,190,0.05307488143444061,,,,,,
,,191,0.09134382009506226,,,,,,
,,192,0.032041434198617935,,,,,,
,,193,0.0507299080491066,,,,,,
,,194,0.033926140516996384,,,,,,
,,195,0.046997006982564926,,,,,,
,,196,0.05004887655377388,,,,,,
,,197,0.04112354665994644,,,,,,
,,198,0.055699389427900314,,,,,,
,,199,0.07118725031614304,,,,,,
,,200,0.11008542776107788,,,,,,
,,201,0.10856392979621887,,,,,,
,,202,0.07483939826488495,,,,,,
,,203,0.09002547711133957,,,,,,
,,204,0.022197002544999123,,,,,,
,,205,0.02704695612192154,,,,,,
,,206,0.12961560487747192,,,,,,
,,207,0.030698707327246666,,,,,,
,,208,0.05206789821386337,,,,,,
,,209,0.10028958320617676,,,,,,
,,210,0.06420062482357025,,,,,,
,,211,0.06770582497119904,,,,,,
,,212,0.04745515063405037,,,,,,
,,213,0.11521320044994354,,,,,,
,,214,0.12132923305034637,,,,,,
,,215,0.06749589741230011,,,,,,
,,216,0.06179266422986984,,,,,,
,,217,0.020657043904066086,,,,,,
,,218,0.021630633622407913,,,,,,
,,219,0.05693472921848297,,,,,,
,,220,0.046138834208250046,,,,,,
,,221,0.045147720724344254,,,,,,
,,222,0.07225850969552994,,,,,,
,,223,0.05078049749135971,,,,,,
,,224,0.08701364696025848,,,,,,
,,225,0.04112044721841812,,,,,,
,,226,0.03970150277018547,,,,,,
,,227,0.06644483655691147,,,,,,
,,228,0.07322791963815689,,,,,,
,,229,0.03568049892783165,,,,,,
,,230,0.06698233634233475,,,,,,
,,231,0.10201211273670197,,,,,,
,1,2567,,0.05827370285987854,0.0841541588306427,0.03217504173517227,,,
,1,2567,,,,,0.11953961849212646,0.18659010529518127,0.04500173032283783
0.08956140279769897,2,2599,,,,,,,
0.14365966618061066,2,2699,,,,,,,
0.0866347923874855,2,2799,,,,,,,
0.1211235299706459,2,2899,,,,,,,
0.14126642048358917,2,2999,,,,,,,
0.08729878813028336,2,3099,,,,,,,
0.22502857446670532,2,3199,,,,,,,
0.09423860162496567,2,3299,,,,,,,
0.08811473846435547,2,3399,,,,,,,
0.08973575383424759,2,3499,,,,,,,
0.11991218477487564,2,3599,,,,,,,
0.11948393285274506,2,3699,,,,,,,
0.06426404416561127,2,3799,,,,,,,
,,232,0.059594448655843735,,,,,,
,,233,0.055272240191698074,,,,,,
,,234,0.045482754707336426,,,,,,
,,235,0.017708323895931244,,,,,,
,,236,0.06045003607869148,,,,,,
,,237,0.040808990597724915,,,,,,
,,238,0.01700294204056263,,,,,,
,,239,0.04834655672311783,,,,,,
,,240,0.07317785918712616,,,,,,
,,241,0.029894666746258736,,,,,,
,,242,0.07288827747106552,,,,,,
,,243,0.01637343317270279,,,,,,
,,244,0.06996692717075348,,,,,,
,,245,0.06530927866697311,,,,,,
,,246,0.045942261815071106,,,,,,
,,247,0.0785527229309082,,,,,,
,,248,0.04493695870041847,,,,,,
,,249,0.04787581413984299,,,,,,
,,250,0.046032559126615524,,,,,,
,,251,0.020532244816422462,,,,,,
,,252,0.06476467847824097,,,,,,
,,253,0.017961477860808372,,,,,,
,,254,0.08459338545799255,,,,,,
,,255,0.025162115693092346,,,,,,
,,256,0.0637875571846962,,,,,,
,,257,0.10312709957361221,,,,,,
,,258,0.036959026008844376,,,,,,
,,259,0.05158459395170212,,,,,,
,,260,0.13363471627235413,,,,,,
,,261,0.07562996447086334,,,,,,
,,262,0.032213062047958374,,,,,,
,,263,0.030431700870394707,,,,,,
,,264,0.02620612643659115,,,,,,
,,265,0.0212706346064806,,,,,,
,,266,0.04355493560433388,,,,,,
,,267,0.02022949419915676,,,,,,
,,268,0.05276171490550041,,,,,,
,,269,0.015422525815665722,,,,,,
,,270,0.1017661988735199,,,,,,
,,271,0.0405934602022171,,,,,,
,,272,0.03019123338162899,,,,,,
,,273,0.027536803856492043,,,,,,
,,274,0.059319280087947845,,,,,,
,,275,0.06347114592790604,,,,,,
,,276,0.0239929910749197,,,,,,
,,277,0.04158492386341095,,,,,,
,,278,0.03523703292012215,,,,,,
,,279,0.01850753091275692,,,,,,
,,280,0.05200013145804405,,,,,,
,,281,0.05190674215555191,,,,,,
,,282,0.04027554765343666,,,,,,
,,283,0.035482458770275116,,,,,,
,,284,0.05110836401581764,,,,,,
,,285,0.05844534933567047,,,,,,
,,286,0.06022005155682564,,,,,,
,,287,0.09014397859573364,,,,,,
,,288,0.03326834365725517,,,,,,
,,289,0.06508427858352661,,,,,,
,,290,0.061447396874427795,,,,,,
,,291,0.08510445058345795,,,,,,
,,292,0.0490182526409626,,,,,,
,,293,0.012387351132929325,,,,,,
,,294,0.06545458734035492,,,,,,
,,295,0.03508620336651802,,,,,,
,,296,0.08457010984420776,,,,,,
,,297,0.016287826001644135,,,,,,
,,298,0.03234640508890152,,,,,,
,,299,0.03875742480158806,,,,,,
,,300,0.03991146385669708,,,,,,
,,301,0.04990367963910103,,,,,,
,,302,0.048963602632284164,,,,,,
,,303,0.10712668299674988,,,,,,
,,304,0.04224148765206337,,,,,,
,,305,0.059876441955566406,,,,,,
,,306,0.048809632658958435,,,,,,
,,307,0.09961511194705963,,,,,,
,,308,0.02323911525309086,,,,,,
,,309,0.045720409601926804,,,,,,
,,310,0.02367459423840046,,,,,,
,,311,0.03966163843870163,,,,,,
,,312,0.0435759611427784,,,,,,
,,313,0.0357612743973732,,,,,,
,,314,0.04985706880688667,,,,,,
,,315,0.0714433491230011,,,,,,
,,316,0.11148739606142044,,,,,,
,,317,0.11697015911340714,,,,,,
,,318,0.07471121102571487,,,,,,
,,319,0.08033714443445206,,,,,,
,,320,0.011006946675479412,,,,,,
,,321,0.020011484622955322,,,,,,
,,322,0.12631967663764954,,,,,,
,,323,0.024070145562291145,,,,,,
,,324,0.046442825347185135,,,,,,
,,325,0.09623196721076965,,,,,,
,,326,0.061362557113170624,,,,,,
,,327,0.0678025335073471,,,,,,
,,328,0.037232547998428345,,,,,,
,,329,0.12714724242687225,,,,,,
,,330,0.11535535752773285,,,,,,
,,331,0.05669020488858223,,,,,,
,,332,0.06058070808649063,,,,,,
,,333,0.016920961439609528,,,,,,
,,334,0.014492537826299667,,,,,,
,,335,0.04361461475491524,,,,,,
,,336,0.04140636324882507,,,,,,
,,337,0.031086977571249008,,,,,,
,,338,0.066253662109375,,,,,,
,,339,0.04209344834089279,,,,,,
,,340,0.08716174960136414,,,,,,
,,341,0.03778354451060295,,,,,,
,,342,0.030792826786637306,,,,,,
,,343,0.05283361300826073,,,,,,
,,344,0.06106529012322426,,,,,,
,,345,0.03375901281833649,,,,,,
,,346,0.06069445610046387,,,,,,
,,347,0.09898173809051514,,,,,,
,2,3851,,0.05257001519203186,0.10258690267801285,0.05332901328802109,,,
,2,3851,,,,,0.11187585443258286,0.1882351040840149,0.11607623100280762
0.05304612219333649,3,3899,,,,,,,
0.10396166890859604,3,3999,,,,,,,
0.08477252721786499,3,4099,,,,,,,
0.07050696015357971,3,4199,,,,,,,
0.14378537237644196,3,4299,,,,,,,
0.11933610588312149,3,4399,,,,,,,
0.17850886285305023,3,4499,,,,,,,
0.1166263297200203,3,4599,,,,,,,
0.14615945518016815,3,4699,,,,,,,
0.16763749718666077,3,4799,,,,,,,
0.04326998442411423,3,4899,,,,,,,
0.10666017979383469,3,4999,,,,,,,
0.22588519752025604,3,5099,,,,,,,
,,348,0.061985570937395096,,,,,,
,,349,0.04943931847810745,,,,,,
,,350,0.0406663715839386,,,,,,
,,351,0.014164240099489689,,,,,,
,,352,0.06765349954366684,,,,,,
,,353,0.03923789784312248,,,,,,
,,354,0.014856825582683086,,,,,,
,,355,0.04310915619134903,,,,,,
,,356,0.07232155650854111,,,,,,
,,357,0.0313652902841568,,,,,,
,,358,0.07149399816989899,,,,,,
,,359,0.01602279022336006,,,,,,
,,360,0.08154711872339249,,,,,,
,,361,0.0683235451579094,,,,,,
,,362,0.04378187283873558,,,,,,
,,363,0.08945371210575104,,,,,,
,,364,0.04501384124159813,,,,,,
,,365,0.04776972904801369,,,,,,
,,366,0.04367605224251747,,,,,,
,,367,0.01644161529839039,,,,,,
,,368,0.06308116018772125,,,,,,
,,369,0.016258282586932182,,,,,,
,,370,0.09329592436552048,,,,,,
,,371,0.0235084667801857,,,,,,
,,372,0.06378799676895142,,,,,,
,,373,0.1181250736117363,,,,,,
,,374,0.0335838608443737,,,,,,
,,375,0.04454822465777397,,,,,,
,,376,0.14411960542201996,,,,,,
,,377,0.07359623163938522,,,,,,
,,378,0.03405943885445595,,,,,,
,,379,0.03873681649565697,,,,,,
,,380,0.019391098991036415,,,,,,
,,381,0.022655941545963287,,,,,,
,,382,0.04280409589409828,,,,,,
,,383,0.01722049154341221,,,,,,
,,384,0.05251959711313248,,,,,,
,,385,0.009932042099535465,,,,,,
,,386,0.10243330150842667,,,,,,
,,387,0.040684912353754044,,,,,,
,,388,0.02779119461774826,,,,,,
,,389,0.022930821403861046,,,,,,
,,390,0.064209945499897,,,,,,
,,391,0.063375324010849,,,,,,
,,392,0.023592233657836914,,,,,,
,,393,0.03773507848381996,,,,,,
,,394,0.02863902784883976,,,,,,
,,395,0.018421126529574394,,,,,,
,,396,0.06541202962398529,,,,,,
,,397,0.05305372178554535,,,,,,
,,398,0.04190865904092789,,,,,,
,,399,0.029962141066789627,,,,,,
,,400,0.048173218965530396,,,,,,
,,401,0.057616960257291794,,,,,,
,,402,0.06649826467037201,,,,,,
,,403,0.09272845834493637,,,,,,
,,404,0.03316310793161392,,,,,,
,,405,0.05478342995047569,,,,,,
,,406,0.06231725215911865,,,,,,
,,407,0.08469561487436295,,,,,,
,,408,0.06081447750329971,,,,,,
,,409,0.007911759428679943,,,,,,
,,410,0.06648313254117966,,,,,,
,,411,0.027389289811253548,,,,,,
,,412,0.08355969190597534,,,,,,
,,413,0.014514210633933544,,,,,,
,,414,0.0343191958963871,,,,,,
,,415,0.038756657391786575,,,,,,
,,416,0.034870997071266174,,,,,,
,,417,0.049035169184207916,,,,,,
,,418,0.0530637726187706,,,,,,
,,419,0.11235620826482773,,,,,,
,,420,0.038175590336322784,,,,,,
,,421,0.05415534973144531,,,,,,
,,422,0.04202372208237648,,,,,,
,,423,0.11218417435884476,,,,,,
,,424,0.023504944518208504,,,,,,
,,425,0.0421818271279335,,,,,,
,,426,0.02013445645570755,,,,,,
,,427,0.043267205357551575,,,,,,
,,428,0.040475089102983475,,,,,,
,,429,0.03067440539598465,,,,,,
,,430,0.04694533720612526,,,,,,
,,431,0.0778110921382904,,,,,,
,,432,0.10610323399305344,,,,,,
,,433,0.10113783180713654,,,,,,
,,434,0.07824695855379105,,,,,,
,,435,0.08402212709188461,,,,,,
,,436,0.008754591457545757,,,,,,
,,437,0.017082296311855316,,,,,,
,,438,0.1479833722114563,,,,,,
,,439,0.018980106338858604,,,,,,
,,440,0.05029899999499321,,,,,,
,,441,0.09823235124349594,,,,,,
,,442,0.06680259108543396,,,,,,
,,443,0.07514743506908417,,,,,,
,,444,0.03544490039348602,,,,,,
,,445,0.1384778469800949,,,,,,
,,446,0.13824553787708282,,,,,,
,,447,0.0582294724881649,,,,,,
,,448,0.06261076033115387,,,,,,
,,449,0.01305275410413742,,,,,,
,,450,0.014082982204854488,,,,,,
,,451,0.035241931676864624,,,,,,
,,452,0.04612373933196068,,,,,,
,,453,0.026362428441643715,,,,,,
,,454,0.059197910130023956,,,,,,
,,455,0.04473089426755905,,,,,,
,,456,0.10371293872594833,,,,,,
,,457,0.040671445429325104,,,,,,
,,458,0.02795061096549034,,,,,,
,,459,0.05861280858516693,,,,,,
,,460,0.06013326346874237,,,,,,
,,461,0.028796229511499405,,,,,,
,,462,0.0651758685708046,,,,,,
,,463,0.10688711702823639,,,,,,
,3,5135,,0.053110480308532715,0.1365147978067398,0.03244126960635185,,,
,3,5135,,,,,0.10703884065151215,0.19465549290180206,0.1542087197303772
0.10098057985305786,4,5199,,,,,,,
0.11082009226083755,4,5299,,,,,,,
0.08342493325471878,4,5399,,,,,,,
0.13108234107494354,4,5499,,,,,,,
0.10934273153543472,4,5599,,,,,,,
0.09724348783493042,4,5699,,,,,,,
0.05026749148964882,4,5799,,,,,,,
0.15757520496845245,4,5899,,,,,,,
0.14564105868339539,4,5999,,,,,,,
0.060738060623407364,4,6099,,,,,,,
0.09380760788917542,4,6199,,,,,,,
0.07958286255598068,4,6299,,,,,,,
0.06016605719923973,4,6399,,,,,,,
,,464,0.06098747253417969,,,,,,
,,465,0.047955870628356934,,,,,,
,,466,0.04097496345639229,,,,,,
,,467,0.013227027840912342,,,,,,
,,468,0.06590616703033447,,,,,,
,,469,0.03693517670035362,,,,,,
,,470,0.014814691618084908,,,,,,
,,471,0.04507087171077728,,,,,,
,,472,0.06942201405763626,,,,,,
,,473,0.02908366173505783,,,,,,
,,474,0.07373493909835815,,,,,,
,,475,0.013432999141514301,,,,,,
,,476,0.07259661704301834,,,,,,
,,477,0.061856452375650406,,,,,,
,,478,0.04460315406322479,,,,,,
,,479,0.08487517386674881,,,,,,
,,480,0.04480964317917824,,,,,,
,,481,0.044409360736608505,,,,,,
,,482,0.04218779131770134,,,,,,
,,483,0.01504638884216547,,,,,,
,,484,0.057830534875392914,,,,,,
,,485,0.01662280410528183,,,,,,
,,486,0.08504575490951538,,,,,,
,,487,0.02481757290661335,,,,,,
,,488,0.062172360718250275,,,,,,
,,489,0.10926052182912827,,,,,,
,,490,0.034528329968452454,,,,,,
,,491,0.04736940562725067,,,,,,
,,492,0.13393940031528473,,,,,,
,,493,0.06601365655660629,,,,,,
,,494,0.032803840935230255,,,,,,
