train_loss_step,epoch,step,val_loss_step,val_loss_epoch,val_precision,val_recall,val_accuracy,train_loss_epoch,train_precision,train_recall,train_accuracy
0.11193808168172836,0,99,,,,,,,,,
0.2017146199941635,0,199,,,,,,,,,
0.09819117933511734,0,299,,,,,,,,,
0.1839543730020523,0,399,,,,,,,,,
0.15181079506874084,0,499,,,,,,,,,
0.16769200563430786,0,599,,,,,,,,,
0.06178339198231697,0,699,,,,,,,,,
0.16962867975234985,0,799,,,,,,,,,
0.2292332500219345,0,899,,,,,,,,,
0.14577412605285645,0,999,,,,,,,,,
0.11557018756866455,0,1099,,,,,,,,,
0.06438406556844711,0,1199,,,,,,,,,
,,0,0.07144100219011307,,,,,,,,
,,1,0.06044512987136841,,,,,,,,
,,2,0.06431872397661209,,,,,,,,
,,3,0.04233292490243912,,,,,,,,
,,4,0.08831377327442169,,,,,,,,
,,5,0.0706564411520958,,,,,,,,
,,6,0.03958451747894287,,,,,,,,
,,7,0.07437219470739365,,,,,,,,
,,8,0.08120603114366531,,,,,,,,
,,9,0.04565412178635597,,,,,,,,
,,10,0.08371463418006897,,,,,,,,
,,11,0.053318824619054794,,,,,,,,
,,12,0.07736332714557648,,,,,,,,
,,13,0.07214109599590302,,,,,,,,
,,14,0.08429072052240372,,,,,,,,
,,15,0.08656756579875946,,,,,,,,
,,16,0.05135982111096382,,,,,,,,
,,17,0.06260474026203156,,,,,,,,
,,18,0.05359134450554848,,,,,,,,
,,19,0.04303467646241188,,,,,,,,
,,20,0.059377651661634445,,,,,,,,
,,21,0.04159383475780487,,,,,,,,
,,22,0.1059398502111435,,,,,,,,
,,23,0.03890286013484001,,,,,,,,
,,24,0.09150099754333496,,,,,,,,
,,25,0.11956650018692017,,,,,,,,
,,26,0.07225439697504044,,,,,,,,
,,27,0.05845199525356293,,,,,,,,
,,28,0.1307845115661621,,,,,,,,
,,29,0.08000008761882782,,,,,,,,
,,30,0.05960920453071594,,,,,,,,
,,31,0.04452751576900482,,,,,,,,
,,32,0.0474717803299427,,,,,,,,
,,33,0.061008162796497345,,,,,,,,
,,34,0.05189085006713867,,,,,,,,
,,35,0.05488956347107887,,,,,,,,
,,36,0.07971681654453278,,,,,,,,
,,37,0.054132506251335144,,,,,,,,
,,38,0.09778042882680893,,,,,,,,
,,39,0.05876227468252182,,,,,,,,
,,40,0.05736174434423447,,,,,,,,
,,41,0.056274157017469406,,,,,,,,
,,42,0.07088835537433624,,,,,,,,
,,43,0.09123018383979797,,,,,,,,
,,44,0.044953081756830215,,,,,,,,
,,45,0.05524151772260666,,,,,,,,
,,46,0.05192261561751366,,,,,,,,
,,47,0.036362871527671814,,,,,,,,
,,48,0.07964261621236801,,,,,,,,
,,49,0.07094962149858475,,,,,,,,
,,50,0.04589845612645149,,,,,,,,
,,51,0.06349465250968933,,,,,,,,
,,52,0.06102403998374939,,,,,,,,
,,53,0.06920568645000458,,,,,,,,
,,54,0.07858147472143173,,,,,,,,
,,55,0.1022254005074501,,,,,,,,
,,56,0.0637538805603981,,,,,,,,
,,57,0.06414094567298889,,,,,,,,
,,58,0.0764392539858818,,,,,,,,
,,59,0.08504817634820938,,,,,,,,
,,60,0.09454832226037979,,,,,,,,
,,61,0.03170015290379524,,,,,,,,
,,62,0.0642237439751625,,,,,,,,
,,63,0.061273641884326935,,,,,,,,
