train_loss_step,epoch,step,val_loss_step,val_loss_epoch,val_precision,val_recall,val_accuracy,train_loss_epoch,train_precision,train_recall,train_accuracy
0.11596792936325073,0,99,,,,,,,,,
0.19854024052619934,0,199,,,,,,,,,
0.22802643477916718,0,299,,,,,,,,,
0.20434126257896423,0,399,,,,,,,,,
0.1324668675661087,0,499,,,,,,,,,
0.13524526357650757,0,599,,,,,,,,,
0.05284159630537033,0,699,,,,,,,,,
0.18892575800418854,0,799,,,,,,,,,
0.2279874086380005,0,899,,,,,,,,,
0.1071019172668457,0,999,,,,,,,,,
0.13680872321128845,0,1099,,,,,,,,,
0.16528460383415222,0,1199,,,,,,,,,
,,0,0.07851094752550125,,,,,,,,
,,1,0.07380275428295135,,,,,,,,
,,2,0.0505283884704113,,,,,,,,
,,3,0.03644656389951706,,,,,,,,
,,4,0.07373818755149841,,,,,,,,
,,5,0.049381352961063385,,,,,,,,
,,6,0.025809861719608307,,,,,,,,
,,7,0.05541946366429329,,,,,,,,
,,8,0.08378083258867264,,,,,,,,
,,9,0.03968382626771927,,,,,,,,
,,10,0.08074994385242462,,,,,,,,
,,11,0.02645833045244217,,,,,,,,
,,12,0.09087105840444565,,,,,,,,
,,13,0.07266857475042343,,,,,,,,
,,14,0.05638805776834488,,,,,,,,
,,15,0.08884540945291519,,,,,,,,
,,16,0.051379017531871796,,,,,,,,
,,17,0.05920141562819481,,,,,,,,
,,18,0.06105699762701988,,,,,,,,
,,19,0.04095488414168358,,,,,,,,
,,20,0.06355439126491547,,,,,,,,
,,21,0.0287607591599226,,,,,,,,
,,22,0.09808073192834854,,,,,,,,
,,23,0.030509525910019875,,,,,,,,
,,24,0.07500959187746048,,,,,,,,
,,25,0.12266392260789871,,,,,,,,
,,26,0.05339564383029938,,,,,,,,
,,27,0.05106125771999359,,,,,,,,
,,28,0.12635205686092377,,,,,,,,
,,29,0.083755262196064,,,,,,,,
,,30,0.04056839644908905,,,,,,,,
,,31,0.04105381295084953,,,,,,,,
,,32,0.042002905160188675,,,,,,,,
