train_loss_step,epoch,step,val_loss_step,val_loss_epoch,val_precision,val_recall,val_accuracy,train_loss_epoch,train_precision,train_recall,train_accuracy
0.18551543354988098,0,99,,,,,,,,,
0.11768095940351486,0,199,,,,,,,,,
0.10090109705924988,0,299,,,,,,,,,
0.15129265189170837,0,399,,,,,,,,,
0.09463391453027725,0,499,,,,,,,,,
0.09328782558441162,0,599,,,,,,,,,
0.09912148118019104,0,699,,,,,,,,,
0.12881287932395935,0,799,,,,,,,,,
0.17300736904144287,0,899,,,,,,,,,
0.10018867999315262,0,999,,,,,,,,,
0.09912485629320145,0,1099,,,,,,,,,
0.11467995494604111,0,1199,,,,,,,,,
,,0,0.08874824643135071,,,,,,,,
,,1,0.07369071990251541,,,,,,,,
,,2,0.05930039659142494,,,,,,,,
,,3,0.04618927091360092,,,,,,,,
,,4,0.08168064057826996,,,,,,,,
,,5,0.059389878064394,,,,,,,,
,,6,0.02808203548192978,,,,,,,,
,,7,0.06321646273136139,,,,,,,,
,,8,0.0832020714879036,,,,,,,,
,,9,0.038734227418899536,,,,,,,,
,,10,0.08544737100601196,,,,,,,,
,,11,0.03552935644984245,,,,,,,,
,,12,0.08786039054393768,,,,,,,,
,,13,0.07518203556537628,,,,,,,,
,,14,0.06324165314435959,,,,,,,,
,,15,0.10000409185886383,,,,,,,,
,,16,0.05586579814553261,,,,,,,,
,,17,0.07539861649274826,,,,,,,,
,,18,0.06777336448431015,,,,,,,,
,,19,0.04543163627386093,,,,,,,,
,,20,0.06012935936450958,,,,,,,,
,,21,0.03499290347099304,,,,,,,,
,,22,0.09519447386264801,,,,,,,,
,,23,0.039796922355890274,,,,,,,,
,,24,0.0791524201631546,,,,,,,,
,,25,0.13937994837760925,,,,,,,,
,,26,0.06594356149435043,,,,,,,,
,,27,0.053207751363515854,,,,,,,,
,,28,0.1289902776479721,,,,,,,,
,,29,0.08235496282577515,,,,,,,,
,,30,0.046890001744031906,,,,,,,,
,,31,0.04795404151082039,,,,,,,,
,,32,0.04307654872536659,,,,,,,,
,,33,0.04776521027088165,,,,,,,,
,,34,0.05444016680121422,,,,,,,,
,,35,0.03585095703601837,,,,,,,,
,,36,0.07219839841127396,,,,,,,,
,,37,0.0438397042453289,,,,,,,,
,,38,0.1122807189822197,,,,,,,,
,,39,0.06407670676708221,,,,,,,,
,,40,0.053589850664138794,,,,,,,,
,,41,0.04524838179349899,,,,,,,,
,,42,0.07970735430717468,,,,,,,,
,,43,0.06757886707782745,,,,,,,,
,,44,0.037810441106557846,,,,,,,,
,,45,0.06440898030996323,,,,,,,,
,,46,0.055989768356084824,,,,,,,,
,,47,0.03413345292210579,,,,,,,,
,,48,0.06806845217943192,,,,,,,,
,,49,0.07645400613546371,,,,,,,,
,,50,0.05541909486055374,,,,,,,,
,,51,0.05639716982841492,,,,,,,,
,,52,0.061265524476766586,,,,,,,,
,,53,0.0714000016450882,,,,,,,,
,,54,0.07733293622732162,,,,,,,,
,,55,0.10985928773880005,,,,,,,,
,,56,0.05187994986772537,,,,,,,,
,,57,0.08538105338811874,,,,,,,,
,,58,0.06974713504314423,,,,,,,,
,,59,0.10704777389764786,,,,,,,,
,,60,0.06231760233640671,,,,,,,,
,,61,0.029537996277213097,,,,,,,,
,,62,0.0707613155245781,,,,,,,,
,,63,0.05263495072722435,,,,,,,,
,,64,0.10080691426992416,,,,,,,,
,,65,0.027865104377269745,,,,,,,,
,,66,0.06422556191682816,,,,,,,,
,,67,0.04871581122279167,,,,,,,,
,,68,0.05610264465212822,,,,,,,,
,,69,0.06851793825626373,,,,,,,,
,,70,0.06976217031478882,,,,,,,,
,,71,0.11231198906898499,,,,,,,,
,,72,0.058882713317871094,,,,,,,,
,,73,0.058361999690532684,,,,,,,,
,,74,0.06085444241762161,,,,,,,,
,,75,0.10387802124023438,,,,,,,,
,,76,0.04618235304951668,,,,,,,,
,,77,0.05620834231376648,,,,,,,,
,,78,0.04059888795018196,,,,,,,,
,,79,0.052604615688323975,,,,,,,,
,,80,0.056173551827669144,,,,,,,,
,,81,0.039936888962984085,,,,,,,,
,,82,0.0695231705904007,,,,,,,,
,,83,0.08671875298023224,,,,,,,,
,,84,0.10772576928138733,,,,,,,,
,,85,0.10321077704429626,,,,,,,,
,,86,0.08134356886148453,,,,,,,,
,,87,0.08753767609596252,,,,,,,,
,,88,0.03080727905035019,,,,,,,,
,,89,0.03834773972630501,,,,,,,,
,,90,0.1439589262008667,,,,,,,,
,,91,0.04067488759756088,,,,,,,,
,,92,0.06576181203126907,,,,,,,,
,,93,0.12327923625707626,,,,,,,,
,,94,0.07325384765863419,,,,,,,,
,,95,0.07458044588565826,,,,,,,,
,,96,0.06087903305888176,,,,,,,,
,,97,0.09877265989780426,,,,,,,,
,,98,0.1302596926689148,,,,,,,,
,,99,0.07468534260988235,,,,,,,,
,,100,0.07427626848220825,,,,,,,,
,,101,0.034398533403873444,,,,,,,,
,,102,0.03212318196892738,,,,,,,,
,,103,0.07335605472326279,,,,,,,,
,,104,0.050901368260383606,,,,,,,,
,,105,0.051941197365522385,,,,,,,,
,,106,0.0889015942811966,,,,,,,,
,,107,0.06376347690820694,,,,,,,,
,,108,0.09585342556238174,,,,,,,,
,,109,0.04750268533825874,,,,,,,,
,,110,0.046074483543634415,,,,,,,,
,,111,0.07172828167676926,,,,,,,,
,,112,0.08670148253440857,,,,,,,,
,,113,0.04150589928030968,,,,,,,,
,,114,0.08221464604139328,,,,,,,,
,,115,0.1203838512301445,,,,,,,,
,0,1283,,0.06793440878391266,0.0,0.0,0.9981874823570251,,,,
,0,1283,,,,,,0.14406991004943848,0.008221014402806759,0.000465069169877097,0.9940536618232727
0.08886800706386566,1,1299,,,,,,,,,
0.08966361731290817,1,1399,,,,,,,,,
0.16578154265880585,1,1499,,,,,,,,,
0.11308243125677109,1,1599,,,,,,,,,
0.1242586225271225,1,1699,,,,,,,,,
0.09354542195796967,1,1799,,,,,,,,,
