train_loss_step,epoch,step,val_loss_step,val_loss_epoch,val_precision,val_recall,val_accuracy,train_loss_epoch,train_precision,train_recall,train_accuracy
0.24263297021389008,0,99,,,,,,,,,
0.1746818572282791,0,199,,,,,,,,,
0.11340586841106415,0,299,,,,,,,,,
0.0828915387392044,0,399,,,,,,,,,
0.19742847979068756,0,499,,,,,,,,,
0.12528367340564728,0,599,,,,,,,,,
0.1070936992764473,0,699,,,,,,,,,
0.06223857402801514,0,799,,,,,,,,,
0.09808612614870071,0,899,,,,,,,,,
0.141874298453331,0,999,,,,,,,,,
0.0795024186372757,0,1099,,,,,,,,,
0.16595293581485748,0,1199,,,,,,,,,
,,0,0.06360941380262375,,,,,,,,
,,1,0.05772273242473602,,,,,,,,
,,2,0.04774464666843414,,,,,,,,
,,3,0.02828231081366539,,,,,,,,
,,4,0.07572795450687408,,,,,,,,
,,5,0.051382213830947876,,,,,,,,
,,6,0.03002607822418213,,,,,,,,
,,7,0.06929952651262283,,,,,,,,
,,8,0.07915160059928894,,,,,,,,
,,9,0.038928840309381485,,,,,,,,
,,10,0.07332811504602432,,,,,,,,
,,11,0.02867601253092289,,,,,,,,
,,12,0.07103285938501358,,,,,,,,
,,13,0.07693950086832047,,,,,,,,
,,14,0.04693121835589409,,,,,,,,
,,15,0.0840555727481842,,,,,,,,
,,16,0.05109057575464249,,,,,,,,
,,17,0.06406132131814957,,,,,,,,
,,18,0.05433089658617973,,,,,,,,
,,19,0.035907480865716934,,,,,,,,
,,20,0.04625556245446205,,,,,,,,
,,21,0.04018154740333557,,,,,,,,
,,22,0.09743820130825043,,,,,,,,
,,23,0.024848952889442444,,,,,,,,
,,24,0.06354103237390518,,,,,,,,
,,25,0.12181489169597626,,,,,,,,
,,26,0.035828664898872375,,,,,,,,
,,27,0.04663636535406113,,,,,,,,
,,28,0.14824378490447998,,,,,,,,
,,29,0.07555186748504639,,,,,,,,
,,30,0.04512830823659897,,,,,,,,
,,31,0.048347193747758865,,,,,,,,
,,32,0.04124870523810387,,,,,,,,
,,33,0.037974655628204346,,,,,,,,
,,34,0.05741399526596069,,,,,,,,
,,35,0.03354216367006302,,,,,,,,
,,36,0.06913603842258453,,,,,,,,
,,37,0.0246279239654541,,,,,,,,
,,38,0.10428953170776367,,,,,,,,
,,39,0.045349448919296265,,,,,,,,
,,40,0.042287781834602356,,,,,,,,
,,41,0.03430136665701866,,,,,,,,
,,42,0.0634324848651886,,,,,,,,
,,43,0.0875801295042038,,,,,,,,
,,44,0.03946441784501076,,,,,,,,
,,45,0.05485501512885094,,,,,,,,
,,46,0.04790760576725006,,,,,,,,
,,47,0.0310417041182518,,,,,,,,
,,48,0.06683150678873062,,,,,,,,
,,49,0.06343888491392136,,,,,,,,
,,50,0.050715554505586624,,,,,,,,
,,51,0.041026923805475235,,,,,,,,
,,52,0.049624405801296234,,,,,,,,
,,53,0.06486513465642929,,,,,,,,
,,54,0.06467299908399582,,,,,,,,
,,55,0.1046726405620575,,,,,,,,
,,56,0.04223011061549187,,,,,,,,
,,57,0.07987933605909348,,,,,,,,
,,58,0.0644586831331253,,,,,,,,
,,59,0.10256975889205933,,,,,,,,
,,60,0.05043843761086464,,,,,,,,
,,61,0.031867314130067825,,,,,,,,
,,62,0.0672372579574585,,,,,,,,
,,63,0.04238063097000122,,,,,,,,
,,64,0.0820031613111496,,,,,,,,
,,65,0.025847027078270912,,,,,,,,
,,66,0.05030396208167076,,,,,,,,
,,67,0.04066066816449165,,,,,,,,
,,68,0.03588291257619858,,,,,,,,
,,69,0.058719515800476074,,,,,,,,
,,70,0.06414400041103363,,,,,,,,
,,71,0.1045631691813469,,,,,,,,
,,72,0.05255931243300438,,,,,,,,
,,73,0.06960081309080124,,,,,,,,
,,74,0.059845417737960815,,,,,,,,
,,75,0.07939428836107254,,,,,,,,
,,76,0.04183615744113922,,,,,,,,
,,77,0.059206001460552216,,,,,,,,
,,78,0.03837011009454727,,,,,,,,
,,79,0.06556980311870575,,,,,,,,
,,80,0.06492814421653748,,,,,,,,
,,81,0.04267549887299538,,,,,,,,
,,82,0.05840263515710831,,,,,,,,
,,83,0.08699315786361694,,,,,,,,
,,84,0.13507848978042603,,,,,,,,
,,85,0.0941261574625969,,,,,,,,
