train_loss_step,lr,epoch,step,val_loss,val_dice,train_loss_epoch
0.2997550368309021,0.0029294926207512617,0,49,,,
0.29901695251464844,0.0027191347908228636,0,99,,,
0.3050122857093811,0.0023894887417554855,0,149,,,
0.28307318687438965,0.0019728222396224737,0,199,,,
0.2895355820655823,0.0015099216252565384,0,249,,,
0.3093830347061157,0.0010460986522957683,0,299,,,
0.29968732595443726,0.0006267556454986334,0,349,,,
0.26172763109207153,0.0002929408219642937,0,399,,,
0.3375036120414734,7.733033271506429e-05,0,449,,,
0.28674668073654175,1.0295988204234163e-06,0,499,,,
0.3283117413520813,7.150747842388228e-05,0,549,,,
0.31412553787231445,0.0002818650973495096,0,599,,,
,,0,641,0.39951714873313904,0.6077020764350891,
,,0,641,,,0.33286115527153015
0.2789238691329956,0.0006115111755207181,1,649,,,
0.2837490439414978,0.00102817767765373,1,699,,,
0.36961209774017334,0.001491078408434987,1,749,,,
0.30905812978744507,0.001954901497811079,1,799,,,
0.3407977223396301,0.002374244388192892,1,849,,,
0.2767981290817261,0.0027080592699348927,1,899,,,
0.36105406284332275,0.002923669759184122,1,949,,,
0.23271918296813965,0.002999970456585288,1,999,,,
0.2759210467338562,0.0029294926207512617,1,1049,,,
0.2938622832298279,0.0027191347908228636,1,1099,,,
0.33527880907058716,0.0023894887417554855,1,1149,,,
0.34957271814346313,0.0019728222396224737,1,1199,,,
0.3607930541038513,0.0015099216252565384,1,1249,,,
,,1,1283,0.3964029550552368,0.609832227230072,
,,1,1283,,,0.30259042978286743
0.3146541118621826,0.0010460986522957683,2,1299,,,
0.28805017471313477,0.0006267556454986334,2,1349,,,
0.31822651624679565,0.0002929408219642937,2,1399,,,
0.27775734663009644,7.733033271506429e-05,2,1449,,,
0.2580849528312683,1.0295988204234163e-06,2,1499,,,
0.25776416063308716,7.150747842388228e-05,2,1549,,,
0.28050798177719116,0.0002818650973495096,2,1599,,,
0.33005475997924805,0.0006115111755207181,2,1649,,,
0.2518768906593323,0.00102817767765373,2,1699,,,
0.3058859705924988,0.001491078408434987,2,1749,,,
0.28161388635635376,0.001954901497811079,2,1799,,,
0.3121345639228821,0.002374244388192892,2,1849,,,
0.28765082359313965,0.0027080592699348927,2,1899,,,
,,2,1925,0.39142680168151855,0.6151927709579468,
,,2,1925,,,0.2961558997631073
0.34389418363571167,0.002923669759184122,3,1949,,,
0.32090669870376587,0.002999970456585288,3,1999,,,
0.29306578636169434,0.0029294926207512617,3,2049,,,
0.2832624912261963,0.0027191347908228636,3,2099,,,
0.2954103946685791,0.0023894887417554855,3,2149,,,
0.27734440565109253,0.0019728222396224737,3,2199,,,
0.2853069305419922,0.0015099216252565384,3,2249,,,
0.3288329243659973,0.0010460986522957683,3,2299,,,
0.27830970287323,0.0006267556454986334,3,2349,,,
0.26483458280563354,0.0002929408219642937,3,2399,,,
0.28678441047668457,7.733033271506429e-05,3,2449,,,
0.3837125897407532,1.0295988204234163e-06,3,2499,,,
0.31380659341812134,7.150747842388228e-05,3,2549,,,
,,3,2567,0.38971519470214844,0.6167147159576416,
,,3,2567,,,0.2969438433647156
0.28933602571487427,0.0002818650973495096,4,2599,,,
0.2984428405761719,0.0006115111755207181,4,2649,,,
0.31414496898651123,0.00102817767765373,4,2699,,,
0.2870078682899475,0.001491078408434987,4,2749,,,
0.29626256227493286,0.001954901497811079,4,2799,,,
0.239770770072937,0.002374244388192892,4,2849,,,
0.2710310220718384,0.0027080592699348927,4,2899,,,
0.30979055166244507,0.002923669759184122,4,2949,,,
0.3348768949508667,0.002999970456585288,4,2999,,,
0.3319469690322876,0.0029294926207512617,4,3049,,,
0.3262443542480469,0.0027191347908228636,4,3099,,,
0.32501018047332764,0.0023894887417554855,4,3149,,,
0.3142054080963135,0.0019728222396224737,4,3199,,,
,,4,3209,0.39244839549064636,0.6137438416481018,
,,4,3209,,,0.29790765047073364
0.3147587776184082,0.0015099216252565384,5,3249,,,
0.3122130036354065,0.0010460986522957683,5,3299,,,
0.30186694860458374,0.0006267556454986334,5,3349,,,
0.27344799041748047,0.0002929408219642937,5,3399,,,
0.34216541051864624,7.733033271506429e-05,5,3449,,,
